critic,fresh,imdb,publication,quote,review_date,rtid,title
Peter Hartlaub,fresh,971209.0,San Francisco Chronicle,"A Perfect Getaway is a clever, heart-pounding thriller, and a welcome return to form for the director.",2009-08-07,770803513.0,A Perfect Getaway
Jason Anderson,fresh,971209.0,Toronto Star,What is surprising about this effective little thriller is how cleverly writer-director David Twohy toys with the conventions of the genre as they exist today.,2009-08-07,770803513.0,A Perfect Getaway
Cary Darling,rotten,971209.0,Dallas Morning News,David Twohy doesn't do much new and the twist is as obvious as a tornado in the Texas Panhandle. But that doesn't make it any less of an escapist joyride on a hot summer day.,2009-08-07,770803513.0,A Perfect Getaway
John Hartl,rotten,109891.0,Seattle Times,The new summer movies don't get much more formulaic than this bald attempt to capture the audience that can't wait to see the next three or four installments of Home Alone.,2013-05-28,12618.0,Getting Even with Dad
Carrie Rickey,rotten,109891.0,Philadelphia Inquirer,This seems to be the work not of screenwriters but of Hollywood marketing executives who believe movies are popular because they tell audiences what they want to hear.,2013-05-28,12618.0,Getting Even with Dad
Peter Rainer,rotten,109891.0,Los Angeles Times,It's all a bit smug and suspect.,2013-05-28,12618.0,Getting Even with Dad
Jay Boyar,rotten,109891.0,Orlando Sentinel,Tone: Home Alone-style slapstick with occasional (almost random) heart-tugging.,2013-05-28,12618.0,Getting Even with Dad
Brian Lowry,rotten,109891.0,Variety,Neither Macaulay Culkin nor Ted Danson has improved his luck in selecting projects with this schizophrenic comedy.,2010-07-06,12618.0,Getting Even with Dad
,rotten,109891.0,Time Out,"The script is formula and so is the direction, which leaves the acting.",2006-06-24,12618.0,Getting Even with Dad
John Petrakis,rotten,109891.0,Chicago Tribune,"Perhaps blackmail isn't an easy subject to warm up to, or robbery the best ground to rebuild a relationship on, but with a little care, some added ingredients and a bit more spice, Getting Even With Dad could have been a satisfying [film].",2003-05-20,12618.0,Getting Even with Dad
Roger Ebert,rotten,109891.0,Chicago Sun-Times,"Here is a movie with broad ambitions: It wants to be a caper, a comedy, a romance, and a showcase for MacAulay Culkin. That's too much of a stretch.",2000-01-01,12618.0,Getting Even with Dad
Rita Kempley,rotten,109891.0,Washington Post,It's so monotonously unimaginative that it practically qualifies as child abuse.,2000-01-01,12618.0,Getting Even with Dad
James Berardinelli,rotten,109891.0,ReelViews,The dysfunctional family in this film is little more than a shameless plot device to introduce a lame father/son bonding adventure.,2000-01-01,12618.0,Getting Even with Dad
Desson Thomson,rotten,109891.0,Washington Post,"Who, exactly, is supposed to fall for this stuff?",2000-01-01,12618.0,Getting Even with Dad
Lisa Schwarzbaum,rotten,109891.0,Entertainment Weekly,It probably sounded terrific in the pitch meeting.,1994-06-17,12618.0,Getting Even with Dad
Emanuel Levy,fresh,109913.0,Variety,"The most significant lesbian film of the past 20 years, this comedy is refreshingly not about coming out--it challenges prevalent stereotypes about lesbians without the stiff and sanctimonious tone of films like Claire of the Moon.",2006-08-02,14774.0,Go Fish
Janet Maslin,rotten,107096.0,New York Times,"Mr. Stone tells this tale vigorously, but he has the wrong cinematic vocabulary for his heroine's essentially passive experience.",2004-06-05,14946.0,Heaven & Earth
Desson Thomson,rotten,107096.0,Washington Post,"Heaven has so many themes, ranging from Buddhist spirituality to feminism, it ends up with none.",2001-11-16,14946.0,Heaven & Earth
Roger Ebert,fresh,107096.0,Chicago Sun-Times,"This is the first time [Stone] has tried to place himself inside a woman's imagination, and that he succeeds so well is due partly...to an extraordinary performance by Hiep Thi Le in the leading role.",2001-10-30,14946.0,Heaven & Earth
James Berardinelli,fresh,107096.0,ReelViews,"Heaven and Earth has the epic scope one would expect from a film of this magnitude, but it lacks much of the narrative strength of Stone's first two Vietnamese tales.",2001-10-30,14946.0,Heaven & Earth
Jonathan Rosenbaum,rotten,107144.0,Chicago Reader,This is a long way from the inspirations of Airplane!,2008-02-04,10548.0,Hot Shots! Part Deux
Trevor Lewis,fresh,107144.0,Time Out,"Unlike its grim predecessor, there are at least two chuckles this time round.",2006-02-09,10548.0,Hot Shots! Part Deux
Janet Maslin,fresh,107144.0,New York Times,Is nothing sacred to the makers of Hot Shots! Part Deux? Nope. Not a thing.,2003-05-20,10548.0,Hot Shots! Part Deux
Rita Kempley,fresh,107144.0,Washington Post,"God help me, I laughed and slapped my thighs.",2000-01-01,10548.0,Hot Shots! Part Deux
Roger Ebert,fresh,107144.0,Chicago Sun-Times,One of the pleasures of watching a spoof like this is to spot the references; it's like a quiz on pop art.,2000-01-01,10548.0,Hot Shots! Part Deux
James Berardinelli,rotten,107144.0,ReelViews,There are many instances when the film is too obvious in its attempts at humor.,2000-01-01,10548.0,Hot Shots! Part Deux
Mike Clark,rotten,112966.0,USA Today,"Though there's nothing in the film to equal the excitement of seeing a marquee collapse from the weight of its title, an attractive cast and setting turn a tired one-joke premise into an adequate view.",2000-01-01,10729.0,The Englishman Who Went Up a Hill But Came Down a Mountain
Kevin Thomas,fresh,110123.0,Los Angeles Times,"If Shore's comic genius eludes you or if you find the film something less than a constant laugh riot, you may still be willing to agree that it's amiable enough and not begrudge in the least the likelihood that Shore fans will be pleased.",2013-05-22,10745.0,In the Army Now
Carrie Rickey,fresh,110123.0,Philadelphia Inquirer,"Is In the Army Now funny? Yes, Drill Sergeant, Sir! Is it stupid? Yes, sir! Does it kill brain cells? Yes, sirree!",2013-05-22,10745.0,In the Army Now
Jeff Shannon,rotten,110123.0,Seattle Times,"Being an appealing, shallow goof-off can wear thin, and Shore seems incapable of carrying a movie, even when it's a 90-minute knock-off like this.",2013-05-22,10745.0,In the Army Now
Michael Wilmington,rotten,110123.0,Chicago Tribune,The movie's best performance is given by a camel.,2013-05-22,10745.0,In the Army Now
Owen Gleiberman,rotten,110123.0,Entertainment Weekly,[An] abysmal knockoff of Stripes.,2011-09-07,10745.0,In the Army Now
Janet Maslin,rotten,110123.0,New York Times,"Putting Mr. Shore under the authority of a pretty female drill sergeant (Lynn Whitfield) is, along with that bad haircut, one of this film's only ways of getting laughs.",2003-05-20,10745.0,In the Army Now
Desson Thomson,rotten,110123.0,Washington Post,"Every promising situation -- Shore suffering through basic training, dealing with real battle and so on -- suffers immediate creative fatigue.",2000-01-01,10745.0,In the Army Now
Rita Kempley,rotten,110123.0,Washington Post,"It's a tale as old as the jokes, which were already old when the Peloponnesians went to war.",2000-01-01,10745.0,In the Army Now
Roger Ebert,rotten,110123.0,Chicago Sun-Times,"The screenplay, work by five writers, based on a story by three others, seems to have been rewritten often enough that any individuality has been lost.",2000-01-01,10745.0,In the Army Now
Gene Siskel,fresh,107207.0,Chicago Tribune,Daniel Day-Lewis is remarkable.,2014-02-28,13519.0,In the Name of the Father
Kenneth Turan,fresh,107207.0,Los Angeles Times,"In the Name of the Father is a model of this kind of engaged, enraged filmmaking, a politically charged Fugitive that uses one of the most celebrated cases of recent British history to steamroller an audience with the power of rousing, polemical cinema.",2014-02-28,13519.0,In the Name of the Father
John Hartl,fresh,107207.0,Seattle Times,"At every point, Day-Lewis is at the center of the story, and he carries the film with an impassioned performance. It helps that it's a great part.",2014-02-28,13519.0,In the Name of the Father
Terrence Rafferty,fresh,107207.0,New Yorker,"The picture turns into a kind of stylized morality play about the right and the wrong ways for Irishmen to respond to distorted portraits of their character, and it's terrifically effective.",2014-02-28,13519.0,In the Name of the Father
Desmond Ryan,fresh,107207.0,Philadelphia Inquirer,"Day-Lewis, so intricately repressed in The Age of Innocence, here offers a role reversal in an unreserved and emotional performance that throws caution and inhibition to the winds.",2014-02-28,13519.0,In the Name of the Father
Jay Boyar,fresh,107207.0,Orlando Sentinel,The complicated relationship between the rebellious Gerry and the quietly tormented Giuseppe is one focus of the film. The obvious political implications of the dreadful situation are another.,2014-02-28,13519.0,In the Name of the Father
Richard Corliss,fresh,107207.0,TIME Magazine,"By the end of the movie, whether or not you're a member of Sinn Fein, the Brits' brutality toward the Conlons will get your Irish up.",2008-03-11,13519.0,In the Name of the Father
Owen Gleiberman,fresh,107207.0,Entertainment Weekly,[Sheridan] works with such piercing fervor and intelligence that In the Name of the Father just about transcends its tidy moral design.,2008-03-11,13519.0,In the Name of the Father
Todd McCarthy,fresh,107207.0,Variety,"Miscarried justice often provides the vehicle for emotionally wrenching drama and histrionic fireworks, and such is the case in spades with In the Name of the Father.",2008-03-11,13519.0,In the Name of the Father
Jonathan Rosenbaum,fresh,107207.0,Chicago Reader,"The acting's so good it frequently transcends the simplicities of the script, and whenever Day-Lewis or Postlethwaite is on-screen the movie crackles.",2008-03-11,13519.0,In the Name of the Father
Trevor Johnston,fresh,107207.0,Time Out,"Sheridan's movie seeks to engage and enrage. It's not, however, a film with an ideological axe to sharpen, but one which unfolds, with a sense of passionate conviction, a story of injustice.",2006-06-24,13519.0,In the Name of the Father
Francis X. Clines,fresh,107207.0,New York Times,The film offers layers of dramatic detail for those who might be confused at points but teased to inquire further.,2003-05-21,13519.0,In the Name of the Father
Roger Ebert,fresh,107207.0,Chicago Sun-Times,[Day-Lewis] proves here once again that he is one of the most talented and interesting actors of his generation.,2000-01-01,13519.0,In the Name of the Father
Desson Thomson,fresh,107207.0,Washington Post,As good a compromise of fact and fiction as you could hope for -- and still call it a movie.,2000-01-01,13519.0,In the Name of the Father
James Berardinelli,fresh,107207.0,ReelViews,"The brilliance of Jim Sheridan's motion picture is that we come to view every event from the perspective of how it impacts on the relationship between Gerry and his father, in whose name the final struggle is fought.",2000-01-01,13519.0,In the Name of the Father
Rita Kempley,rotten,107207.0,Washington Post,The film takes forever to do what 60 Minutes does with the same meat in a single segment.,2000-01-01,13519.0,In the Name of the Father
Jeff Shannon,fresh,108551.0,Seattle Times,"A powerful portrait of emotional endurance, propelled by the outstanding performances of Bassett and Fishburne, both of whom lend a crucial dimension to the gradual redundancies of Kate Lanier's otherwise insightful screenplay.",2013-07-29,13236.0,What's Love Got to Do with It
Carrie Rickey,fresh,108551.0,Philadelphia Inquirer,Their nuanced performances give a spectrum of emotional shadings to a black-and-white script that casts Tina as the Beauty to Ike's unreconstructed Beast.,2013-07-29,13236.0,What's Love Got to Do with It
Jay Boyar,fresh,108551.0,Orlando Sentinel,Angela Bassett is a wonderfully sympathetic screen presence who may have a big career ahead of her.,2013-07-29,13236.0,What's Love Got to Do with It
Terrence Rafferty,fresh,108551.0,New Yorker,"Fishburne's astonishing portrayal of Ike is what holds the movie together. The actor builds, in precise increments, a devastating portrait of a macho control freak; he even finds a kind of ghastly humor in the character's madness.",2013-07-29,13236.0,What's Love Got to Do with It
Kenneth Turan,fresh,108551.0,Los Angeles Times,"Though the picture rightfully belongs to Bassett, a final word must be said about Fishburne, who never fails to make Ike seem human if not defensible. Even in defeat, he is remarkably compelling.",2013-07-29,13236.0,What's Love Got to Do with It
